dataset	file_id	pattern	ref_words	parakeet_words	medasr_words	medasr_correct
figshare-osce	RES0022	NUMERIC	pne	one	one	0
figshare-osce	RES0022	NEGATION_FLIP	or you could have a bacterial infection thats not covid really related at all or this could be an exacerbation of your copand maybe we need we need to just titrate your inhaler so well need to just run some lab work and do the pcr nasal swab as part of the work up an we will see what some of those investigations show oh geez ok ok its all in the meantime youll need to quarantine for 14 days and if the results are positive well after note notified public health so that the appropriate contact tracing can be made but well get the investigation started now ok thanks doc alright youre welcome		or you could have a bacterial infection that is not uh covid rel- related at all or this could be uh an exacerbation of your uh copd and maybe uh we ne we need to just titrate your inhaler so we will need to uh uh just run some lab work and do the pcr nasal swab uh as part of the workup and we will see what some of those investigations show okay so in the meantime uh needs to quarantine for 14 days uh and uh if the results are positive we will as to notify public health so that the appropriate contact tracing can be made but we will get investigation started now okay	1
figshare-osce	RES0022	NUMERIC	or you could have a bacterial infection thats not covid really related at all or this could be an exacerbation of your copand maybe we need we need to just titrate your inhaler so well need to just run some lab work and do the pcr nasal swab as part of the work up an we will see what some of those investigations show oh geez ok ok its all in the meantime youll need to quarantine for 14 days and if the results are positive well after note notified public health so that the appropriate contact tracing can be made but well get the investigation started now ok thanks doc alright youre welcome		or you could have a bacterial infection that is not uh covid rel- related at all or this could be uh an exacerbation of your uh copd and maybe uh we ne we need to just titrate your inhaler so we will need to uh uh just run some lab work and do the pcr nasal swab uh as part of the workup and we will see what some of those investigations show okay so in the meantime uh needs to quarantine for 14 days uh and uh if the results are positive we will as to notify public health so that the appropriate contact tracing can be made but we will get investigation started now okay	1
figshare-osce	RES0023	NUMERIC	5 days	okay five		unalignable
figshare-osce	RES0023	NUMERIC	ok 5			unalignable
figshare-osce	RES0023	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0023	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0023	NUMERIC	5	five		unalignable
figshare-osce	RES0023	NEGATION_FLIP	havent thats	haven't that's		unalignable
figshare-osce	RES0023	NUMERIC	5	five		unalignable
figshare-osce	RES0023	NUMERIC	10	ten		unalignable
figshare-osce	RES0023	NEGATION_FLIP	havent	haven't	haven'	1
figshare-osce	RES0023	NUMERIC	3	three		unalignable
figshare-osce	RES0023	NUMERIC	4	four		unalignable
figshare-osce	RES0023	NEGATION_FLIP	do	don't		unalignable
figshare-osce	RES0023	NEGATION_FLIP	not do you use cannabis or any other substances no i dont use anything like that ok ok well i think that just about covers the things that i wanted to ask you today so based on the symptoms youre experiencing it sounds like it could be some kind of infective process like maybe some kind of viral infection that were concerned about particularly this year id really like to get a swab done on you its not necessarily covid but it potentially could be so what were going to have to ask you to do is to self isolate you and your family for 14 days and hopefully will get the results back shortly and youll know whether your covitest is positive or not ok does that sound like a good plan to you yeah that sounds good ok well thanks for chatting with me we will get that swab done right away thank you		cannabis or any other substances you so based on the symptoms you are experiencing it sounds like it be some kind of uh infective process like may some kind of viral infection uh covid-19 is something that we are concerned about partul to get a swab done on you uh it is not necessarily covid but uh it potentially could be so uhm what we are going to have as you to do is to self isolate you and your family for 14 days and hopefully look get the results back shortly and you will know whether your covid test is posit or not thanks for chatting with me thank you	1
figshare-osce	RES0023	LATERALITY	not do you use cannabis or any other substances no i dont use anything like that ok ok well i think that just about covers the things that i wanted to ask you today so based on the symptoms youre experiencing it sounds like it could be some kind of infective process like maybe some kind of viral infection that were concerned about particularly this year id really like to get a swab done on you its not necessarily covid but it potentially could be so what were going to have to ask you to do is to self isolate you and your family for 14 days and hopefully will get the results back shortly and youll know whether your covitest is positive or not ok does that sound like a good plan to you yeah that sounds good ok well thanks for chatting with me we will get that swab done right away thank you		cannabis or any other substances you so based on the symptoms you are experiencing it sounds like it be some kind of uh infective process like may some kind of viral infection uh covid-19 is something that we are concerned about partul to get a swab done on you uh it is not necessarily covid but uh it potentially could be so uhm what we are going to have as you to do is to self isolate you and your family for 14 days and hopefully look get the results back shortly and you will know whether your covid test is posit or not thanks for chatting with me thank you	0
figshare-osce	RES0023	NUMERIC	not do you use cannabis or any other substances no i dont use anything like that ok ok well i think that just about covers the things that i wanted to ask you today so based on the symptoms youre experiencing it sounds like it could be some kind of infective process like maybe some kind of viral infection that were concerned about particularly this year id really like to get a swab done on you its not necessarily covid but it potentially could be so what were going to have to ask you to do is to self isolate you and your family for 14 days and hopefully will get the results back shortly and youll know whether your covitest is positive or not ok does that sound like a good plan to you yeah that sounds good ok well thanks for chatting with me we will get that swab done right away thank you		cannabis or any other substances you so based on the symptoms you are experiencing it sounds like it be some kind of uh infective process like may some kind of viral infection uh covid-19 is something that we are concerned about partul to get a swab done on you uh it is not necessarily covid but uh it potentially could be so uhm what we are going to have as you to do is to self isolate you and your family for 14 days and hopefully look get the results back shortly and you will know whether your covid test is posit or not thanks for chatting with me thank you	0
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	cant i	can't like		unalignable
figshare-osce	RES0024	NEGATION_FLIP	cant	can't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	cant	can't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	isnt	isn't	is	1
figshare-osce	RES0024	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0024	NEGATION_FLIP	no ok	nope okay		unalignable
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0024	NEGATION_FLIP	ok do you know breast cancer ovarian cancer no ok so that that was all i wanted to ask about on uh the history today was there anything else that i maybe forgot to ask about mmm i dont know thats it ok so uh yeah with uh the symptoms of losing your smell over the last day or so we will certainly look into whether or not this is caused by coviand so that will require a nasal swab test for that usually the results are coming back now within 48 hours hopefully but still will be required to self isolate now for the next 14 days after your symptoms are gone so we will let you know when the results come back from this test though ok ok geez ok thank you alright youre welcome		or ovarian cancer okay uhm so that that uh was i wanted to ask about on uh the history today was or anything else uh that i may be forgot to ask about ka uhm so uh yeah with uh the symptoms of uh losing hersmell over the last uh day or so we will certainly look into uh whether or not this is caused by uh covid and so uh that will require a nasal swab test for that uhm usually uh results are coming back now within 48 hours hopefully but uh still will require to self isolate now uh the next 14 days uh after your uh symptoms are are gone so uh we will let you know when the uh results come back from this test though come	1
figshare-osce	RES0024	NUMERIC	ok do you know breast cancer ovarian cancer no ok so that that was all i wanted to ask about on uh the history today was there anything else that i maybe forgot to ask about mmm i dont know thats it ok so uh yeah with uh the symptoms of losing your smell over the last day or so we will certainly look into whether or not this is caused by coviand so that will require a nasal swab test for that usually the results are coming back now within 48 hours hopefully but still will be required to self isolate now for the next 14 days after your symptoms are gone so we will let you know when the results come back from this test though ok ok geez ok thank you alright youre welcome		or ovarian cancer okay uhm so that that uh was i wanted to ask about on uh the history today was or anything else uh that i may be forgot to ask about ka uhm so uh yeah with uh the symptoms of uh losing hersmell over the last uh day or so we will certainly look into uh whether or not this is caused by uh covid and so uh that will require a nasal swab test for that uhm usually uh results are coming back now within 48 hours hopefully but uh still will require to self isolate now uh the next 14 days uh after your uh symptoms are are gone so uh we will let you know when the uh results come back from this test though come	1
figshare-osce	RES0025	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0025	NUMERIC	2	two		unalignable
figshare-osce	RES0025	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0025	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0025	NEGATION_FLIP	it like	don't know		unalignable
figshare-osce	RES0025	NEGATION_FLIP	it hasnt so	hasn't so it		unalignable
figshare-osce	RES0025	NEGATION_FLIP	hasnt	hasn't		unalignable
figshare-osce	RES0025	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0025	NEGATION_FLIP	i	haven't		unalignable
figshare-osce	RES0025	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0025	NEGATION_FLIP	wouldnt	wouldn't		unalignable
